City_ID,City,Country,Max Temp,description,Lat,Lng,Hotel Name
581,Prado,BR,77.65,scattered clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
582,Vao,NC,70.7,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
583,Fereydunshahr,IR,79.45,overcast clouds,32.941,50.121,موسسه آسمان پرواز پرتیکان
584,Luanda,AO,75.2,few clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
585,Fort-De-France,MQ,86.02,overcast clouds,14.6089,-61.0733,Patio Gallieni
589,Itarema,BR,88.66,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
591,Aguimes,ES,76.66,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
592,Stade,DE,85.37,broken clouds,53.6,9.4833,H+ Hotel Stade
593,Saravan,AM,79.45,scattered clouds,39.7196,45.6483,
594,Baracoa,CU,85.82,overcast clouds,20.3467,-74.4958,Hostal Rio Miel
595,Puro,PH,82.62,overcast clouds,12.4841,123.3827,
597,Khandbari,NP,75.83,broken clouds,27.3747,87.2039,Sainik Hotel And Lodge
598,Samarai,PG,79.18,overcast clouds,-10.6167,150.6667,Nuli Sapi
600,Jardim,BR,88.7,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
601,Callaguip,PH,80.82,light rain,18.0714,120.4867,Pangil Beach Resort
602,Gotsu,JP,76.41,overcast clouds,35.0,132.2167,Yurusato
604,Vila Do Maio,CV,84.99,overcast clouds,15.1333,-23.2167,Hotel Marilu
606,Bauchi,NG,79.68,moderate rain,10.5,10.0,
609,Paracuru,BR,87.82,broken clouds,-3.41,-39.0306,Hotel Vento Brasil
614,Ismailia,EG,89.67,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
616,Dawei,MM,76.91,moderate rain,14.0833,98.2,Hotel Dawei
618,Longyan,CN,75.13,clear sky,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
619,Dorfen,DE,83.46,overcast clouds,48.2667,12.15,Hotel Marienhof
621,Dungarvan,IE,74.52,broken clouds,52.0881,-7.6253,The Park Hotel Holiday Homes & Leisure Centre
623,Le Port,RE,71.56,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
624,Jiwani,PK,83.1,overcast clouds,25.05,61.7417,Al Mumtaz Transport Jiwani
625,Khani,GE,71.17,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
626,Santa Rosa,PH,80.91,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
629,Osmena,PH,83.64,light rain,10.5208,119.9258,Arjemarkyza Lodge
634,Praia Da Vitoria,PT,79.05,few clouds,38.7333,-27.0667,Hotel Branco I
635,Sterling,US,83.95,broken clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
638,Zaysan,KZ,73.94,clear sky,47.4667,84.8667,Ерлан үй
640,Strezhevoy,RU,73.38,scattered clouds,60.7333,77.5889,Sibiryachka
641,Marion,US,83.28,scattered clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
644,Fuxin,CN,75.88,overcast clouds,42.0156,121.6589,Xinya International Hotel
645,Samarinda,ID,74.88,scattered clouds,-0.5,117.15,Aston Samarinda Hotel & Convention Center
646,Dhandhuka,IN,87.24,broken clouds,22.3667,71.9833,Amin Auto
647,Kupang,ID,71.98,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
649,Santa Maria,BR,79.9,clear sky,-29.6842,-53.8069,Hotel Morotin
652,Eastlake,US,77.14,broken clouds,41.6539,-81.4504,Four Points by Sheraton Cleveland-Eastlake
653,Sonepur,IN,79.57,scattered clouds,20.8333,83.9167,Hotel Progress INN
654,Sao Miguel Do Araguaia,BR,88.11,few clouds,-13.275,-50.1628,Hotel Executivo Palace
655,Pilar,BR,80.53,scattered clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
656,Teonthar,IN,85.77,overcast clouds,24.9833,81.65,बिहारी स्वीट्स हाउस एवं रेस्टोरेंट्
657,Payo,ID,74.1,scattered clouds,-3.7508,103.6372,Mess keban agung
658,Goianesia,BR,81.84,clear sky,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
663,Severnoye,RU,71.11,broken clouds,56.3491,78.3619,Gostinitsa Severyanka
664,Vilhena,BR,86.22,clear sky,-12.7406,-60.1458,Hotel Mirage
666,Vredendal,ZA,70.95,clear sky,-31.6683,18.5012,Tharrakamma Guest House
668,Kinsale,IE,72.77,few clouds,51.7075,-8.5306,Actons Hotel Kinsale
670,Derzhavinsk,KZ,82.31,overcast clouds,51.1,66.3167,Ooo.khim Baza
671,Irati,BR,70.11,clear sky,-25.4672,-50.6511,Hotel Colonial
674,Boa Vista,BR,84.18,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
675,Namikupa,TZ,79.23,overcast clouds,-10.8333,39.6,
676,Cukai,MY,82.54,light rain,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
677,Luangwa,ZM,72.21,broken clouds,-15.6167,30.4167,Gerasimos Safari Lodge
678,Palmas,BR,85.87,clear sky,-10.2128,-48.3603,Hotel Lago da Palma
683,Manggar,ID,82.38,clear sky,-2.8833,108.2667,Guest Hotel
684,Buluang,PH,81.1,overcast clouds,13.3068,123.3425,Enon Beach Resort
685,Hobyo,SO,79.23,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
689,Santa Cruz,BO,85.46,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
690,Merke,KZ,85.86,clear sky,42.8728,73.1786,Gostinitsa Merki
691,Peniche,PT,78.62,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
692,Aviles,ES,72.37,broken clouds,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
